name,ticker,url,cmp,market_cap,latest_quarter,prev_quarter,is_fresh,promoter_prev,promoter_latest,promoter_change,fii_prev,fii_latest,fii_change,dii_prev,dii_latest,dii_change,government_prev,government_latest,government_change,public_prev,public_latest,public_change,shareholders_prev,shareholders_latest,shareholders_change
VST Industries,VSTIND,/company/VSTIND/,205.95,3498.30,Jun 2026,Mar 2026,True,32.16,32.16,0.0,1.34,1.79,0.45,6.63,6.03,-0.6,,,,59.69,59.83,0.14,146815.0,148518.0,1703.0
Waaree Energies,WAAREEENER,/company/WAAREEENER/consolidated/,2494.25,71747.45,Jun 2026,Mar 2026,True,64.19,64.12,-0.07,7.06,8.57,1.51,4.32,4.08,-0.24,,,,24.44,23.23,-1.21,683301.0,731601.0,48300.0
Waaree Renewab.,WAAREERTL,/company/WAAREERTL/,832.70,8691.66,Jun 2026,Mar 2026,True,74.32,74.32,0.0,1.85,1.98,0.13,0.09,0.09,0.0,,,,23.73,23.61,-0.12,308307.0,306445.0,-1862.0
Walchan. Inds.,WALCHANNAG,/company/WALCHANNAG/,212.70,1444.31,Jun 2026,Mar 2026,True,31.59,31.59,0.0,0.47,2.38,1.91,0.78,0.49,-0.29,0.02,0.02,0.0,67.14,65.53,-1.61,87168.0,96793.0,9625.0
Welspun Corp,WELCORP,/company/WELCORP/consolidated/,2833.35,74741.14,Jun 2026,Mar 2026,True,49.73,49.73,0.0,11.23,14.61,3.38,21.49,19.96,-1.53,0.0,0.0,0.0,17.52,15.68,-1.84,122338.0,138939.0,16601.0
Welspun Enterp,WELENT,/company/WELENT/consolidated/,754.00,10436.41,Jun 2026,Mar 2026,True,56.13,56.13,0.0,3.47,3.92,0.45,9.32,9.25,-0.07,,,,29.04,28.68,-0.36,51521.0,51191.0,-330.0
Welspun Living,WELSPUNLIV,/company/WELSPUNLIV/consolidated/,223.25,21091.53,Jun 2026,Mar 2026,True,66.24,66.36,0.12,4.99,5.21,0.22,11.18,11.38,0.2,0.01,0.01,0.0,17.22,16.69,-0.53,243222.0,223860.0,-19362.0
Welspun Special.,WELSPLSOL,/company/WELSPLSOL/,53.68,3556.92,Jun 2026,Mar 2026,True,55.17,55.17,0.0,1.3,1.3,0.0,0.0,0.05,0.05,,,,43.53,43.48,-0.05,97199.0,98294.0,1095.0
Wendt India,WENDT,/company/WENDT/consolidated/,8651.95,1730.39,Jun 2026,Mar 2026,True,37.5,37.5,0.0,1.0,1.16,0.16,12.76,11.96,-0.8,,,,48.74,49.37,0.63,26654.0,26857.0,203.0
Westlife Food,WESTLIFE,/company/WESTLIFE/consolidated/,581.40,9066.13,Jun 2026,Mar 2026,True,56.36,56.39,0.03,7.71,6.94,-0.77,27.26,28.31,1.05,,,,8.21,7.83,-0.38,32172.0,32056.0,-116.0
Wheels India,WHEELS,/company/WHEELS/consolidated/,2295.00,5890.12,Sep 2026,Jun 2026,True,58.31,59.51,1.2,1.98,1.9,-0.08,6.39,5.38,-1.01,,,,33.32,33.21,-0.11,29271.0,30013.0,742.0
Whirlpool India,WHIRLPOOL,/company/WHIRLPOOL/consolidated/,918.55,11653.79,Jun 2026,Mar 2026,True,39.76,39.76,0.0,11.46,12.48,1.02,35.85,34.18,-1.67,,,,12.93,13.58,0.65,129025.0,131028.0,2003.0
Windlas Biotech,WINDLAS,/company/WINDLAS/,1103.55,2277.33,Jun 2026,Mar 2026,True,61.9,63.31,1.41,0.6,2.04,1.44,11.8,9.84,-1.96,,,,25.69,24.8,-0.89,44769.0,44996.0,227.0
Windsor Machines,WINDMACHIN,/company/WINDMACHIN/consolidated/,297.00,3072.73,Jun 2026,Mar 2026,True,46.22,42.95,-3.27,1.62,2.31,0.69,2.57,0.73,-1.84,,,,49.59,54.01,4.42,19824.0,19702.0,-122.0
Wipro,WIPRO,/company/WIPRO/consolidated/,164.00,162446.08,Jun 2026,Mar 2026,True,72.62,72.59,-0.03,8.32,8.85,0.53,7.86,5.22,-2.64,,,,11.08,13.21,2.13,2603140.0,3041147.0,438007.0
Wockhardt,WOCKPHARMA,/company/WOCKPHARMA/consolidated/,2260.00,36723.24,Jun 2026,Mar 2026,True,49.09,49.09,0.0,7.09,7.23,0.14,10.96,9.24,-1.72,0.04,0.02,-0.02,32.84,34.44,1.6,139016.0,166518.0,27502.0
Wonder Electric.,WEL,/company/WEL/,74.70,1001.03,Jun 2026,Mar 2026,True,71.79,71.79,0.0,9.98,10.98,1.0,0.0,0.0,0.0,,,,18.24,17.24,-1.0,9850.0,14303.0,4453.0
WPIL,WPIL,/company/WPIL/consolidated/,426.65,4167.10,Jun 2026,Mar 2026,True,70.79,70.79,0.0,5.62,5.6,-0.02,2.59,2.77,0.18,,,,20.99,20.82,-0.17,25524.0,24898.0,-626.0
Yash Highvoltage,544310,/company/544310/,1088.95,3254.60,Aug 2026,Jun 2026,True,57.24,54.79,-2.45,0.62,2.17,1.55,9.5,8.99,-0.51,,,,32.64,34.06,1.42,5190.0,6341.0,1151.0
Yasho Industries,YASHO,/company/YASHO/,4191.40,5053.61,Jun 2026,Mar 2026,True,67.91,67.91,0.0,5.7,5.74,0.04,1.97,2.21,0.24,,,,24.42,24.14,-0.28,23730.0,22695.0,-1035.0
Yatharth Hospit.,YATHARTH,/company/YATHARTH/consolidated/,1126.15,10850.94,Jun 2026,Mar 2026,True,55.8,55.8,0.0,5.25,5.62,0.37,12.0,10.84,-1.16,,,,26.94,27.74,0.8,99117.0,96264.0,-2853.0
Yatra Online,YATRA,/company/YATRA/consolidated/,103.95,1631.19,Jun 2026,Mar 2026,True,62.66,62.66,0.0,4.25,4.95,0.7,11.84,11.28,-0.56,,,,21.24,21.11,-0.13,46825.0,49971.0,3146.0
Yes Bank,YESBANK,/company/YESBANK/consolidated/,22.51,70655.39,Jun 2026,Mar 2026,True,,,,46.42,46.12,-0.3,21.81,24.04,2.23,0.01,0.01,0.0,31.74,29.83,-1.91,6008062.0,5844167.0,-163895.0
Yuken India,YUKEN,/company/YUKEN/consolidated/,1125.00,1528.20,Jun 2026,Mar 2026,True,58.05,58.05,0.0,0.07,0.1,0.03,1.21,0.01,-1.2,,,,40.67,41.85,1.18,10927.0,10757.0,-170.0
Zen Technologies,ZENTEC,/company/ZENTEC/consolidated/,1628.80,14706.44,Jun 2026,Mar 2026,True,48.51,48.51,0.0,5.99,6.47,0.48,10.06,10.42,0.36,,,,35.04,34.22,-0.82,314092.0,290771.0,-23321.0
Zensar Tech.,ZENSARTECH,/company/ZENSARTECH/consolidated/,428.50,9751.81,Jun 2026,Mar 2026,True,49.01,49.0,-0.01,10.51,10.73,0.22,23.66,21.98,-1.68,,,,16.48,17.94,1.46,206187.0,219808.0,13621.0
ZF Commercial,ZFCVINDIA,/company/ZFCVINDIA/,2350.30,26747.66,Jun 2026,Mar 2026,True,60.0,60.0,0.0,5.79,5.93,0.14,26.21,25.45,-0.76,,,,8.0,8.62,0.62,31657.0,41406.0,9749.0
Zota Health Care,ZOTA,/company/ZOTA/consolidated/,1343.00,4651.17,Jun 2026,Mar 2026,True,49.38,49.38,0.0,8.21,7.92,-0.29,6.4,6.75,0.35,,,,36.0,35.96,-0.04,14005.0,14678.0,673.0
Zydus Lifesci.,ZYDUSLIFE,/company/ZYDUSLIFE/consolidated/,1197.45,119446.07,Jun 2026,Mar 2026,True,75.0,75.02,0.02,6.95,6.89,-0.06,11.2,11.27,0.07,0.0,0.0,0.0,6.86,6.83,-0.03,418314.0,399251.0,-19063.0
Zydus Wellness,ZYDUSWELL,/company/ZYDUSWELL/consolidated/,518.00,16480.72,Jun 2026,Mar 2026,True,69.64,69.63,-0.01,3.17,3.32,0.15,18.87,19.13,0.26,,,,8.32,7.92,-0.4,80671.0,86866.0,6195.0
