name,ticker,url,cmp,market_cap,latest_quarter,prev_quarter,is_target,promoter_prev,promoter_latest,promoter_change,fii_prev,fii_latest,fii_change,dii_prev,dii_latest,dii_change,government_prev,government_latest,government_change,public_prev,public_latest,public_change,shareholders_prev,shareholders_latest,shareholders_change
Mah. Seamless,MAHSEAMLES,/company/MAHSEAMLES/consolidated/,697.35,9343.91,Jun 2026,Mar 2026,,70.28,70.28,0.0,9.58,9.72,0.14,3.29,3.84,0.55,,,,16.83,16.17,-0.66,88783.0,83466.0,-5317.0
Ajmera Realty,AJMERA,/company/AJMERA/consolidated/,119.87,2358.99,Jun 2026,Mar 2026,,68.23,68.56,0.33,0.78,0.95,0.17,1.13,0.82,-0.31,,,,29.87,29.69,-0.18,25013.0,27336.0,2323.0
ION Exchange,IONEXCHANG,/company/IONEXCHANG/consolidated/,429.80,6303.73,Jun 2026,Mar 2026,,25.52,25.43,-0.09,4.63,4.86,0.23,14.8,15.32,0.52,,,,38.86,38.21,-0.65,116996.0,120052.0,3056.0
O N G C,ONGC,/company/ONGC/consolidated/,236.13,297058.13,Jun 2026,Mar 2026,,58.89,58.89,0.0,7.97,8.01,0.04,19.3,19.31,0.01,10.3,10.3,0.0,3.54,3.5,-0.04,2777888.0,2736414.0,-41474.0
Petro Carbon,PCCL,/company/PCCL/,450.90,1113.72,Mar 2026,Sep 2025,,73.21,73.21,0.0,0.75,0.78,0.03,3.95,3.95,0.0,,,,22.09,22.06,-0.03,1601.0,1249.0,-352.0
Adani Ports,ADANIPORTS,/company/ADANIPORTS/consolidated/,1795.00,413560.66,Jun 2026,Mar 2026,,68.02,66.03,-1.99,13.25,15.58,2.33,13.86,13.6,-0.26,,,,4.89,4.79,-0.1,1095768.0,1072323.0,-23445.0
Edelweiss.Fin.,EDELWEISS,/company/EDELWEISS/consolidated/,141.16,13361.37,Jun 2026,Mar 2026,,32.25,32.26,0.01,19.04,19.47,0.43,6.46,7.25,0.79,,,,42.25,41.01,-1.24,375474.0,352071.0,-23403.0
Hindustan Foods,HNDFDS,/company/HNDFDS/consolidated/,622.15,7547.24,Jun 2026,Mar 2026,,61.31,61.84,0.53,5.83,5.86,0.03,15.06,14.65,-0.41,,,,17.82,17.63,-0.19,63403.0,60623.0,-2780.0
Savita Oil Tech,SOTL,/company/SOTL/,724.35,4966.17,Jun 2026,Mar 2026,,68.93,68.93,0.0,0.88,1.02,0.14,13.18,13.18,0.0,,,,16.99,16.86,-0.13,32524.0,33511.0,987.0
Advanced Enzyme,ADVENZYMES,/company/ADVENZYMES/consolidated/,296.60,3321.21,Jun 2026,Mar 2026,,43.26,43.25,-0.01,25.5,26.7,1.2,5.41,4.77,-0.64,,,,25.85,25.28,-0.57,66193.0,63599.0,-2594.0
Rane (Madras),RML,/company/RML/consolidated/,1347.90,3725.21,Jun 2026,Mar 2026,,70.45,70.45,0.0,0.06,0.33,0.27,0.97,0.79,-0.18,,,,28.51,28.43,-0.08,29856.0,28932.0,-924.0
Craftsman Auto,CRAFTSMAN,/company/CRAFTSMAN/consolidated/,10602.00,27728.93,Jun 2026,Mar 2026,,48.7,42.41,-6.29,15.19,17.28,2.09,28.29,32.9,4.61,,,,7.82,7.41,-0.41,59164.0,64028.0,4864.0
Rategain Travel,RATEGAIN,/company/RATEGAIN/consolidated/,837.50,9927.13,Jun 2026,Mar 2026,,48.77,48.78,0.01,5.35,5.75,0.4,20.86,20.86,0.0,,,,24.96,24.53,-0.43,92900.0,90004.0,-2896.0
Bharat Dynamics,BDL,/company/BDL/,1168.00,42814.50,Jun 2026,Mar 2026,,74.93,74.93,0.0,2.02,1.69,-0.33,10.97,11.53,0.56,,,,12.1,11.85,-0.25,568164.0,560750.0,-7414.0
Styrenix Perfor.,STYRENIX,/company/STYRENIX/consolidated/,2078.30,3655.73,Jun 2026,Mar 2026,,46.24,46.24,0.0,0.95,0.86,-0.09,17.33,17.43,0.1,,,,35.47,35.47,0.0,45090.0,44820.0,-270.0
Belrise Industri,BELRISE,/company/BELRISE/,244.74,23670.08,Jul 2026,Jun 2026,,66.46,61.14,-5.32,9.4,12.09,2.69,10.0,13.12,3.12,,,,14.14,13.63,-0.51,215956.0,221048.0,5092.0
Satin Creditcare,SATIN,/company/SATIN/consolidated/,223.20,2465.71,Jun 2026,Mar 2026,,36.17,36.17,0.0,3.52,4.88,1.36,5.3,6.32,1.02,,,,54.58,52.23,-2.35,44277.0,37727.0,-6550.0
SIS,SIS,/company/SIS/consolidated/,424.05,5993.79,Jun 2026,Mar 2026,,71.88,71.86,-0.02,12.56,13.27,0.71,6.62,6.25,-0.37,,,,8.93,8.63,-0.3,69358.0,64694.0,-4664.0
Ramky Infra,RAMKY,/company/RAMKY/consolidated/,316.55,2190.46,Jun 2026,Mar 2026,,69.81,69.81,0.0,1.85,1.92,0.07,0.91,0.91,0.0,,,,27.44,27.37,-0.07,23216.0,23063.0,-153.0
Authum Invest,AIIL,/company/AIIL/,546.90,46444.14,Jun 2026,Mar 2026,,68.81,68.81,0.0,14.23,14.28,0.05,0.19,0.2,0.01,,,,16.76,16.69,-0.07,39531.0,37689.0,-1842.0
Cosmic CRF,543928,/company/543928/consolidated/,1281.30,1217.57,Mar 2026,Sep 2025,,54.75,55.11,0.36,0.2,0.09,-0.11,10.41,10.39,-0.02,,,,34.63,34.42,-0.21,3534.0,3452.0,-82.0
JSW Infrast,JSWINFRA,/company/JSWINFRA/consolidated/,367.60,85650.86,Jun 2026,Mar 2026,,83.61,73.93,-9.68,6.92,11.21,4.29,2.43,9.19,6.76,,,,6.33,5.39,-0.94,460256.0,430425.0,-29831.0
Galaxy Surfact.,GALAXYSURF,/company/GALAXYSURF/consolidated/,2188.00,7757.50,Jun 2026,Mar 2026,,70.91,70.91,0.0,3.99,3.81,-0.18,13.11,13.52,0.41,,,,11.99,11.75,-0.24,47746.0,46661.0,-1085.0
Mankind Pharma,MANKIND,/company/MANKIND/consolidated/,2480.00,102435.18,Jun 2026,Mar 2026,,72.66,72.63,-0.03,10.24,9.45,-0.79,14.46,15.39,0.93,,,,2.63,2.53,-0.1,177606.0,166715.0,-10891.0
HPL Electric,HPL,/company/HPL/consolidated/,279.85,1799.45,Jun 2026,Mar 2026,,72.66,72.66,0.0,0.51,0.75,0.24,0.1,0.1,0.0,,,,26.74,26.5,-0.24,126744.0,122523.0,-4221.0
Fortis Health.,FORTIS,/company/FORTIS/consolidated/,896.55,67685.77,Jun 2026,Mar 2026,,31.17,31.17,0.0,25.98,25.2,-0.78,31.35,32.23,0.88,,,,11.5,11.4,-0.1,226685.0,220743.0,-5942.0
PTC India,PTC,/company/PTC/consolidated/,155.63,4606.78,Jun 2026,Mar 2026,,16.22,16.22,0.0,27.46,28.88,1.42,7.52,8.95,1.43,3.38,3.38,0.0,45.43,42.58,-2.85,270599.0,254640.0,-15959.0
Gandhar Oil Ref.,GANDHAR,/company/GANDHAR/consolidated/,269.05,2633.45,Jun 2026,Mar 2026,,66.47,66.6,0.13,0.14,1.27,1.13,0.09,1.02,0.93,,,,33.3,31.1,-2.2,139482.0,134265.0,-5217.0
SMS Pharma.,SMSPHARMA,/company/SMSPHARMA/consolidated/,483.35,4526.67,Jun 2026,Mar 2026,,68.07,68.07,0.0,0.31,0.65,0.34,3.02,2.83,-0.19,,,,28.6,28.45,-0.15,32397.0,31489.0,-908.0
TajGVK Hotels,TAJGVK,/company/TAJGVK/consolidated/,328.85,2061.94,Jun 2026,Mar 2026,,71.0,71.0,0.0,0.32,0.41,0.09,4.02,4.08,0.06,,,,24.67,24.49,-0.18,85156.0,84953.0,-203.0
Rajratan Global,RAJRATAN,/company/RAJRATAN/consolidated/,450.20,2285.71,Jun 2026,Mar 2026,,65.2,65.2,0.0,0.57,0.83,0.26,8.3,8.35,0.05,,,,25.92,25.62,-0.3,64168.0,62564.0,-1604.0
Sportking India,SPORTKING,/company/SPORTKING/,214.49,2725.57,Jun 2026,Mar 2026,,74.36,74.36,0.0,0.23,0.36,0.13,0.0,0.0,0.0,,,,25.41,25.27,-0.14,23089.0,22449.0,-640.0
Go Digit General,GODIGIT,/company/GODIGIT/,241.85,22361.53,Jun 2026,Mar 2026,,73.01,73.0,-0.01,8.01,8.23,0.22,14.62,15.01,0.39,,,,4.35,3.77,-0.58,59152.0,60707.0,1555.0
Dilip Buildcon,DBL,/company/DBL/consolidated/,423.10,6873.04,Jun 2026,Mar 2026,,63.14,63.14,0.0,1.97,1.99,0.02,6.1,6.12,0.02,,,,28.79,28.75,-0.04,61010.0,59900.0,-1110.0
Dr Reddy's Labs,DRREDDY,/company/DRREDDY/consolidated/,1211.00,101079.78,Jun 2026,Mar 2026,,26.63,26.63,0.0,21.14,20.67,-0.47,30.72,31.75,1.03,,,,21.27,20.76,-0.51,449665.0,446086.0,-3579.0
Shyam Metalics,SHYAMMETL,/company/SHYAMMETL/consolidated/,1094.10,30539.82,Jun 2026,Mar 2026,,74.59,74.59,0.0,3.09,2.97,-0.12,9.17,13.75,4.58,,,,12.85,8.42,-4.43,101423.0,100443.0,-980.0
Harsha Engg Intl,HARSHA,/company/HARSHA/consolidated/,465.10,4234.46,Jun 2026,Mar 2026,,75.0,75.0,0.0,2.37,1.79,-0.58,12.42,13.02,0.6,,,,10.21,10.19,-0.02,70615.0,68521.0,-2094.0
Aurobindo Pharma,AUROPHARMA,/company/AUROPHARMA/consolidated/,1700.00,97814.24,Jun 2026,Mar 2026,,51.82,51.88,0.06,15.24,16.38,1.14,25.82,25.05,-0.77,0.05,0.05,0.0,7.08,6.63,-0.45,241298.0,239073.0,-2225.0
Veranda Learning,VERANDA,/company/VERANDA/consolidated/,230.13,2220.91,Jun 2026,Mar 2026,,33.8,33.75,-0.05,2.37,2.83,0.46,0.56,0.56,0.0,0.0,0.0,0.0,63.26,62.86,-0.4,13218.0,12470.0,-748.0
Blackbuck,BLACKBUCK,/company/BLACKBUCK/consolidated/,620.35,11305.30,Jun 2026,Mar 2026,,25.05,25.0,-0.05,32.45,31.47,-0.98,10.83,14.38,3.55,,,,31.67,29.14,-2.53,82331.0,79449.0,-2882.0
Krsnaa Diagnost.,KRSNAA,/company/KRSNAA/,557.85,1809.59,Jun 2026,Mar 2026,,27.11,27.11,0.0,3.91,4.28,0.37,13.89,14.51,0.62,,,,55.09,54.08,-1.01,53022.0,53625.0,603.0
Motil.Oswal.Fin.,MOTILALOFS,/company/MOTILALOFS/consolidated/,1007.00,60719.81,Jun 2026,Mar 2026,,67.54,67.2,-0.34,7.03,6.86,-0.17,6.02,6.78,0.76,,,,19.4,19.15,-0.25,241961.0,225318.0,-16643.0
UltraTech Cem.,ULTRACEMCO,/company/ULTRACEMCO/consolidated/,11000.00,324147.09,Jun 2026,Mar 2026,,59.33,59.33,0.0,13.61,12.36,-1.25,18.42,19.69,1.27,0.05,0.05,0.0,8.41,8.42,0.01,409350.0,416693.0,7343.0
Aeroflex Enter.,AEROENTER,/company/AEROENTER/consolidated/,123.60,1398.71,Jun 2026,Mar 2026,,51.59,52.3,0.71,0.54,1.25,0.71,0.06,0.07,0.01,,,,47.81,46.39,-1.42,35374.0,36992.0,1618.0
Bharat Forge,BHARATFORG,/company/BHARATFORG/consolidated/,2009.00,96048.01,Jun 2026,Mar 2026,,44.07,44.07,0.0,14.15,15.04,0.89,32.62,32.18,-0.44,0.15,0.15,0.0,9.0,8.54,-0.46,228156.0,232361.0,4205.0
IZMO,IZMO,/company/IZMO/consolidated/,931.55,1395.49,Jun 2026,Mar 2026,,34.79,34.79,0.0,3.27,3.35,0.08,0.49,0.52,0.03,,,,61.45,61.34,-0.11,32032.0,30738.0,-1294.0
Medplus Health,MEDPLUS,/company/MEDPLUS/consolidated/,655.55,7875.58,Jun 2026,Mar 2026,,40.22,40.19,-0.03,15.53,14.38,-1.15,27.82,29.95,2.13,,,,16.41,15.45,-0.96,77278.0,76005.0,-1273.0
Poly Medicure,POLYMED,/company/POLYMED/consolidated/,1699.00,17221.31,Jun 2026,Mar 2026,,62.42,62.42,0.0,5.92,5.56,-0.36,15.6,16.08,0.48,,,,16.08,15.94,-0.14,73414.0,73643.0,229.0
MMP Industries,MMP,/company/MMP/consolidated/,461.30,1171.82,Jun 2026,Mar 2026,,74.48,74.49,0.01,0.02,0.02,0.0,0.0,0.0,0.0,,,,25.5,25.49,-0.01,10750.0,11202.0,452.0
Tejas Cargo,TEJASCARGO,/company/TEJASCARGO/,420.00,1003.50,Mar 2026,Sep 2025,,74.27,74.71,0.44,12.12,12.13,0.01,0.25,0.0,-0.25,,,,13.36,13.17,-0.19,233.0,206.0,-27.0
Guj. Ambuja Exp,GAEL,/company/GAEL/consolidated/,157.08,7204.80,Jun 2026,Mar 2026,,63.84,63.84,0.0,2.18,3.02,0.84,0.82,0.65,-0.17,,,,33.14,32.5,-0.64,114043.0,107147.0,-6896.0
Arvind SmartSp.,ARVSMART,/company/ARVSMART/consolidated/,588.20,2700.84,Jun 2026,Mar 2026,,53.83,53.83,0.0,0.67,0.69,0.02,8.6,8.99,0.39,,,,36.91,36.5,-0.41,93140.0,92477.0,-663.0
Paramount Comm.,PARACABLES,/company/PARACABLES/consolidated/,61.75,2020.70,Jul 2026,Jun 2026,,49.19,45.88,-3.31,0.49,0.45,-0.04,0.11,4.11,4.0,1.7,1.58,-0.12,48.54,47.99,-0.55,132072.0,132082.0,10.0
Bharat Wire,BHARATWIRE,/company/BHARATWIRE/,167.89,1154.80,Jun 2026,Mar 2026,,41.27,41.27,0.0,4.42,2.06,-2.36,0.32,19.0,18.68,,,,54.0,37.68,-16.32,31679.0,31626.0,-53.0
Nitin Spinners,NITINSPIN,/company/NITINSPIN/,608.40,3420.42,Jun 2026,Mar 2026,,56.71,56.71,0.0,1.1,1.92,0.82,14.28,14.68,0.4,,,,27.93,26.7,-1.23,35002.0,31698.0,-3304.0
Oriental Hotels,ORIENTHOT,/company/ORIENTHOT/consolidated/,142.88,2551.83,Jun 2026,Mar 2026,,68.25,68.53,0.28,0.37,0.36,-0.01,1.14,1.14,0.0,,,,30.24,29.96,-0.28,75998.0,74048.0,-1950.0
360 ONE,360ONE,/company/360ONE/consolidated/,1073.50,43789.59,Jun 2026,Mar 2026,,6.24,6.2,-0.04,63.33,58.55,-4.78,12.75,18.7,5.95,0.0,0.0,0.0,17.67,16.53,-1.14,74294.0,76687.0,2393.0
TTK Prestige,TTKPRESTIG,/company/TTKPRESTIG/consolidated/,517.15,7083.22,Jun 2026,Mar 2026,,70.52,70.52,0.0,7.84,7.85,0.01,14.48,14.7,0.22,,,,7.15,6.94,-0.21,89284.0,85265.0,-4019.0
Borosil Scienti.,BOROSCI,/company/BOROSCI/consolidated/,119.81,1065.73,Jun 2026,Mar 2026,,68.08,68.27,0.19,0.09,0.23,0.14,0.26,0.26,0.0,,,,31.57,31.22,-0.35,55319.0,53712.0,-1607.0
G N F C,GNFC,/company/GNFC/consolidated/,598.70,8797.34,Jun 2026,Mar 2026,,41.3,41.3,0.0,12.05,13.11,1.06,11.07,11.02,-0.05,,,,35.58,34.57,-1.01,265793.0,260335.0,-5458.0
JK Lakshmi Cem.,JKLAKSHMI,/company/JKLAKSHMI/consolidated/,507.80,6304.05,Jun 2026,Mar 2026,,45.12,45.12,0.0,11.96,8.64,-3.32,23.0,26.57,3.57,,,,19.92,19.66,-0.26,167247.0,165372.0,-1875.0
Kansai Nerolac,KANSAINER,/company/KANSAINER/consolidated/,180.98,14637.28,Jun 2026,Mar 2026,,74.96,74.96,0.0,3.6,4.02,0.42,11.9,11.88,-0.02,,,,9.53,9.14,-0.39,150761.0,145779.0,-4982.0
GMR Urban,GMRP&UI,/company/GMRP&UI/consolidated/,95.26,7439.97,Jun 2026,Mar 2026,,46.28,46.28,0.0,3.43,16.0,12.57,5.22,5.47,0.25,,,,45.09,32.23,-12.86,328621.0,324898.0,-3723.0
G R Infraproject,GRINFRA,/company/GRINFRA/consolidated/,805.15,7790.67,Jun 2026,Mar 2026,,74.69,74.69,0.0,2.31,2.46,0.15,19.62,19.48,-0.14,,,,3.38,3.38,0.0,61528.0,60541.0,-987.0
Venky's (India),VENKEYS,/company/VENKEYS/,1675.90,2360.90,Jun 2026,Mar 2026,,56.11,56.11,0.0,1.14,1.27,0.13,0.13,0.13,0.0,,,,42.61,42.49,-0.12,54117.0,52179.0,-1938.0
Tilaknagar Inds.,TI,/company/TI/consolidated/,574.65,14245.45,Jun 2026,Mar 2026,,31.71,31.67,-0.04,16.87,16.88,0.01,5.92,6.28,0.36,,,,45.5,45.16,-0.34,131914.0,129086.0,-2828.0
Arman Financial,ARMANFIN,/company/ARMANFIN/consolidated/,1974.90,2082.80,Jun 2026,Mar 2026,,22.0,22.0,0.0,2.61,3.08,0.47,4.18,4.85,0.67,,,,71.2,70.07,-1.13,33752.0,32079.0,-1673.0
Jai Corp,JAICORPLTD,/company/JAICORPLTD/consolidated/,94.25,1654.13,Jun 2026,Mar 2026,,73.91,73.91,0.0,0.8,1.49,0.69,1.57,1.24,-0.33,,,,23.71,23.34,-0.37,102899.0,99811.0,-3088.0
Capri Global,CGCL,/company/CGCL/consolidated/,267.05,25694.32,Jun 2026,Mar 2026,,59.92,59.92,0.0,5.62,8.21,2.59,20.09,18.42,-1.67,,,,14.33,13.46,-0.87,63725.0,59632.0,-4093.0
GMR Airports,GMRAIRPORT,/company/GMRAIRPORT/consolidated/,98.35,103847.53,Jun 2026,Mar 2026,,66.33,67.16,0.83,20.17,21.74,1.57,4.93,5.14,0.21,,,,8.56,5.95,-2.61,694272.0,676526.0,-17746.0
All Time Plastic,ALLTIME,/company/ALLTIME/,203.73,1334.59,Jun 2026,Mar 2026,,70.15,70.15,0.0,2.93,2.98,0.05,10.29,10.36,0.07,,,,16.63,16.52,-0.11,29699.0,28843.0,-856.0
Everest Kanto,EKC,/company/EKC/consolidated/,100.81,1131.17,Jun 2026,Mar 2026,,67.38,67.38,0.0,1.24,1.19,-0.05,0.23,0.29,0.06,,,,31.16,31.14,-0.02,84302.0,82813.0,-1489.0
Oil India,OIL,/company/OIL/consolidated/,467.00,75962.58,Jun 2026,Mar 2026,,56.66,56.66,0.0,7.67,7.28,-0.39,19.43,20.13,0.7,9.87,9.87,0.0,6.36,6.06,-0.3,464370.0,457085.0,-7285.0
Shriram Finance,SHRIRAMFIN,/company/SHRIRAMFIN/consolidated/,1006.00,236716.33,Jun 2026,Mar 2026,,25.38,20.3,-5.08,45.15,54.75,9.6,23.29,19.9,-3.39,,,,6.18,5.03,-1.15,334705.0,352550.0,17845.0
Fischer Medical,FISCHER,/company/FISCHER/consolidated/,32.95,2302.17,Aug 2026,Jun 2026,,62.15,63.09,0.94,5.48,5.57,0.09,1.35,1.26,-0.09,,,,31.01,30.09,-0.92,23950.0,23951.0,1.0
Deepak Fertilis.,DEEPAKFERT,/company/DEEPAKFERT/consolidated/,1340.40,16920.92,Jun 2026,Mar 2026,,45.63,45.63,0.0,10.31,10.02,-0.29,13.24,14.69,1.45,,,,30.83,29.68,-1.15,196724.0,178847.0,-17877.0
Aadhar Hsg. Fin.,AADHARHFC,/company/AADHARHFC/consolidated/,457.85,20071.83,Jun 2026,Mar 2026,,64.9,64.66,-0.24,6.13,5.8,-0.33,9.15,9.92,0.77,,,,19.83,19.61,-0.22,184772.0,162826.0,-21946.0
Deepak Nitrite,DEEPAKNTR,/company/DEEPAKNTR/consolidated/,1613.20,22002.93,Jun 2026,Mar 2026,,49.33,49.34,0.01,6.19,6.24,0.05,23.46,23.76,0.3,,,,21.01,20.65,-0.36,396798.0,382905.0,-13893.0
Jubilant Ingrev.,JUBLINGREA,/company/JUBLINGREA/consolidated/,617.60,9837.20,Jun 2026,Mar 2026,,45.22,45.22,0.0,6.49,6.49,0.0,24.76,24.98,0.22,0.02,0.02,0.0,22.53,22.3,-0.23,112696.0,110949.0,-1747.0
Mishra Dhatu Nig,MIDHANI,/company/MIDHANI/,415.20,7778.36,Jun 2026,Mar 2026,,74.0,74.0,0.0,1.32,2.57,1.25,7.81,7.37,-0.44,,,,16.85,16.06,-0.79,164331.0,154762.0,-9569.0
IOL Chemicals,IOLCP,/company/IOLCP/,200.39,5882.00,Jun 2026,Mar 2026,,57.48,62.28,4.8,1.72,4.87,3.15,0.02,0.43,0.41,,,,40.78,32.41,-8.37,131550.0,119311.0,-12239.0
Globus Spirits,GLOBUSSPR,/company/GLOBUSSPR/consolidated/,821.30,2583.92,Aug 2026,Jun 2026,,50.56,46.74,-3.82,7.46,13.77,6.31,10.56,10.46,-0.1,,,,31.41,29.02,-2.39,69278.0,70001.0,723.0
Cosmo First,COSMOFIRST,/company/COSMOFIRST/consolidated/,862.75,2264.70,Jun 2026,Mar 2026,,40.78,40.78,0.0,2.13,2.4,0.27,1.13,1.49,0.36,,,,54.86,54.21,-0.65,36773.0,37610.0,837.0
Fedders Holding,FEDDERSHOL,/company/FEDDERSHOL/consolidated/,64.80,1305.18,Jun 2026,Mar 2026,,65.84,65.84,0.0,0.09,0.2,0.11,0.17,0.17,0.0,,,,33.9,33.79,-0.11,13481.0,13385.0,-96.0
Tour. Fin. Corp.,TFCILTD,/company/TFCILTD/,140.80,6518.72,Jun 2026,Mar 2026,,3.85,3.85,0.0,2.77,5.46,2.69,0.05,0.0,-0.05,,,,93.33,90.69,-2.64,76029.0,74382.0,-1647.0
Home First Finan,HOMEFIRST,/company/HOMEFIRST/,1212.50,12678.28,Jun 2026,Mar 2026,,6.98,6.98,0.0,45.72,43.9,-1.82,27.52,29.83,2.31,,,,19.77,19.29,-0.48,82905.0,81261.0,-1644.0
Borosil,BOROLTD,/company/BOROLTD/consolidated/,263.57,3151.97,Jun 2026,Mar 2026,,64.68,64.68,0.0,0.34,0.35,0.01,6.18,6.2,0.02,,,,28.79,28.77,-0.02,74127.0,73935.0,-192.0
JSW Cement,JSWCEMENT,/company/JSWCEMENT/consolidated/,116.70,15910.47,Jun 2026,Mar 2026,,72.04,72.02,-0.02,2.93,3.7,0.77,8.74,11.49,2.75,,,,14.67,11.83,-2.84,442053.0,442995.0,942.0
Balaji Amines,BALAMINES,/company/BALAMINES/consolidated/,2138.90,6930.25,Jun 2026,Mar 2026,,54.59,54.56,-0.03,2.99,3.17,0.18,1.46,1.58,0.12,,,,40.96,40.69,-0.27,115754.0,111615.0,-4139.0
Bajaj Holdings,BAJAJHLDNG,/company/BAJAJHLDNG/consolidated/,11185.00,124477.87,Jun 2026,Mar 2026,,51.46,51.46,0.0,9.62,9.47,-0.15,8.08,8.26,0.18,,,,30.85,30.8,-0.05,83963.0,83499.0,-464.0
Optiemus Infra.,OPTIEMUS,/company/OPTIEMUS/consolidated/,708.90,6391.90,Aug 2026,Jun 2026,,72.17,71.4,-0.77,3.24,3.31,0.07,0.98,2.4,1.42,,,,23.62,22.9,-0.72,35747.0,33157.0,-2590.0
Titagarh Rail,TITAGARH,/company/TITAGARH/consolidated/,834.85,11243.24,Jun 2026,Mar 2026,,40.46,40.46,0.0,10.67,10.87,0.2,12.46,15.38,2.92,0.01,0.01,0.0,36.42,33.28,-3.14,559860.0,524155.0,-35705.0
T N Petro Prod.,TNPETRO,/company/TNPETRO/consolidated/,129.00,1160.61,Jun 2026,Mar 2026,,34.54,34.54,0.0,10.78,11.11,0.33,0.0,0.0,0.0,,,,54.66,54.35,-0.31,98207.0,96779.0,-1428.0
Bajaj Finance,BAJFINANCE,/company/BAJFINANCE/consolidated/,1008.80,628074.27,Jun 2026,Mar 2026,,54.71,54.68,-0.03,21.33,20.2,-1.13,15.1,16.3,1.2,0.08,0.09,0.01,8.73,8.64,-0.09,1002945.0,985158.0,-17787.0
HFCL,HFCL,/company/HFCL/consolidated/,221.06,33835.50,Jun 2026,Mar 2026,,28.29,28.29,0.0,7.08,15.74,8.66,8.57,10.92,2.35,,,,56.02,45.02,-11.0,803693.0,732721.0,-70972.0
Mufin Green,MUFIN,/company/MUFIN/,132.69,2629.41,Jun 2026,Mar 2026,,47.3,47.3,0.0,1.18,2.26,1.08,9.29,10.05,0.76,,,,42.22,40.39,-1.83,25767.0,24964.0,-803.0
Sangam India,SANGAMIND,/company/SANGAMIND/,569.30,2860.54,Jun 2026,Mar 2026,,70.52,70.52,0.0,2.4,2.5,0.1,0.09,0.09,0.0,,,,25.14,25.04,-0.1,9333.0,9684.0,351.0
Hindusthan Insulators &,539984,/company/539984/,477.05,1032.49,Jul 2026,Jun 2026,,75.0,75.0,0.0,,,,0.55,0.55,0.0,,,,24.45,24.45,0.0,2170.0,2167.0,-3.0
RPSG Ventures,RPSGVENT,/company/RPSGVENT/consolidated/,841.65,2784.72,Jun 2026,Mar 2026,,63.51,63.51,0.0,3.27,4.01,0.74,1.93,1.98,0.05,0.01,0.01,0.0,31.28,30.49,-0.79,40488.0,39049.0,-1439.0
Bajaj Finserv,BAJAJFINSV,/company/BAJAJFINSV/consolidated/,1823.40,292119.87,Jun 2026,Mar 2026,,58.72,58.72,0.0,7.23,6.9,-0.33,11.76,12.11,0.35,,,,22.16,22.23,0.07,601457.0,597797.0,-3660.0
Arihant Super.,ARIHANTSUP,/company/ARIHANTSUP/consolidated/,234.90,1015.94,Jun 2026,Mar 2026,,71.1,71.1,0.0,0.17,0.18,0.01,0.0,0.0,0.0,,,,28.73,28.71,-0.02,6753.0,7103.0,350.0
Tata Power Co.,TATAPOWER,/company/TATAPOWER/consolidated/,367.00,117268.96,Jun 2026,Mar 2026,,46.86,46.86,0.0,10.04,10.03,-0.01,17.98,18.12,0.14,0.31,0.31,0.0,24.81,24.66,-0.15,4105019.0,3996318.0,-108701.0
Carborundum Uni.,CARBORUNIV,/company/CARBORUNIV/consolidated/,1211.30,23075.92,Jun 2026,Mar 2026,,38.89,38.9,0.01,10.73,11.13,0.4,29.45,29.05,-0.4,0.01,0.01,0.0,20.91,20.91,0.0,65914.0,64977.0,-937.0
Jindal Saw,JINDALSAW,/company/JINDALSAW/consolidated/,286.45,18318.71,Jun 2026,Mar 2026,,63.25,63.25,0.0,13.46,13.08,-0.38,5.79,8.36,2.57,,,,17.2,15.03,-2.17,207732.0,178027.0,-29705.0
Ethos,ETHOSLTD,/company/ETHOSLTD/consolidated/,2613.30,6992.59,Jun 2026,Mar 2026,,50.58,50.58,0.0,10.89,11.33,0.44,23.59,23.91,0.32,,,,14.93,14.18,-0.75,38627.0,36940.0,-1687.0
PB Fintech.,POLICYBZR,/company/POLICYBZR/consolidated/,1805.00,83526.87,Jun 2026,Mar 2026,,,,,39.94,37.29,-2.65,36.72,40.42,3.7,,,,23.19,22.14,-1.05,153261.0,150458.0,-2803.0
Shanti Educat.,SEIL,/company/SEIL/consolidated/,191.74,3087.01,Jun 2026,Mar 2026,,49.88,49.88,0.0,24.65,25.67,1.02,0.16,0.0,-0.16,,,,25.3,24.44,-0.86,6725.0,6931.0,206.0
HDFC Life Insur.,HDFCLIFE,/company/HDFCLIFE/consolidated/,559.20,121491.18,Jun 2026,Mar 2026,,50.21,50.54,0.33,22.52,19.27,-3.25,17.25,20.19,2.94,,,,10.0,9.98,-0.02,691649.0,705326.0,13677.0
Eimco Elecon(I),EIMCOELECO,/company/EIMCOELECO/,2256.10,1301.77,Jun 2026,Mar 2026,,48.96,48.96,0.0,3.1,3.25,0.15,1.05,0.98,-0.07,,,,46.89,46.81,-0.08,18122.0,17825.0,-297.0
SG Mart,SGMART,/company/SGMART/consolidated/,721.80,9100.05,Jun 2026,Mar 2026,,36.27,57.9,21.63,1.86,1.9,0.04,5.27,4.11,-1.16,,,,56.6,36.09,-20.51,22031.0,20309.0,-1722.0
